,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
17,2010-01-28,109.2155999272878,8.25,7.71,2.8610173685085956,32084100.0,0.0,1.0,8.24,8.25,7.71,7.88,32084100.0
18,2010-01-29,108.98457252243443,8.1,7.3,2.4399909577268195,37457700.0,0.0,1.0,8.01,8.1,7.3,7.46,37457700.0
19,2010-02-01,108.58354511758108,7.98,7.53,2.958964546945044,25476400.0,0.0,1.0,7.61,7.98,7.53,7.98,25476400.0
20,2010-02-02,108.71251771272773,7.96,7.72,2.8879381361632674,21110900.0,0.0,1.0,7.74,7.96,7.72,7.91,21110900.0
21,2010-02-03,108.80149030787439,7.96,7.76,2.786911725381491,14521900.0,0.0,1.0,7.83,7.96,7.76,7.81,14521900.0
22,2010-02-04,108.61046290302104,7.65,7.1,2.1658853145997154,33172200.0,0.0,1.0,7.64,7.65,7.1,7.19,33172200.0
23,2010-02-05,108.09943549816768,7.37,6.98,2.3248589038179386,28808300.0,0.0,1.0,7.13,7.37,6.98,7.35,28808300.0
24,2010-02-08,108.34840809331433,7.62,7.28,2.3938324930361627,24304200.0,0.0,1.0,7.38,7.62,7.28,7.42,24304200.0
25,2010-02-09,108.55738068846098,7.64,7.42,2.5128060822543867,19978100.0,0.0,1.0,7.59,7.64,7.42,7.54,19978100.0
26,2010-02-10,108.43635328360763,7.71,7.45,2.6117796714726103,17269400.0,0.0,1.0,7.47,7.71,7.45,7.64,17269400.0
27,2010-02-11,108.63532587875429,7.9,7.6,2.810753260690835,14973100.0,0.0,1.0,7.67,7.9,7.6,7.84,14973100.0
28,2010-02-12,108.67429847390093,8.0,7.6485,2.8397268499090593,21788000.0,0.0,1.0,7.71,8.0,7.6485,7.87,21788000.0
29,2010-02-16,108.87327106904758,8.14,7.87,3.0287004391272836,13579100.0,0.0,1.0,7.91,8.14,7.87,8.06,13579100.0
30,2010-02-17,109.07224366419422,8.2,7.94,2.9976740283455063,12019200.0,0.0,1.0,8.11,8.2,7.94,8.03,12019200.0
31,2010-02-18,108.94121625934088,8.08,7.87,2.916647617563731,14677000.0,0.0,1.0,7.98,8.08,7.87,7.95,14677000.0
32,2010-02-19,108.78018885448753,7.99,7.82,2.8956212067819544,8107300.0,0.0,1.0,7.82,7.99,7.82,7.93,8107300.0
33,2010-02-22,108.91916144963417,8.0,7.83,2.864594796000179,9708700.0,0.0,1.0,7.96,8.0,7.83,7.9,9708700.0
34,2010-02-23,108.86813404478082,7.94,7.69,2.7535683852184025,15566700.0,0.0,1.0,7.91,7.94,7.69,7.79,15566700.0
35,2010-02-24,108.73710663992748,8.1,7.77,3.012541974436627,16543800.0,0.0,1.0,7.78,8.1,7.77,8.05,16543800.0
36,2010-02-25,108.83607923507412,7.89,7.62,2.85151556365485,20955600.0,0.0,1.0,7.88,7.89,7.62,7.89,20955600.0
37,2010-02-26,108.78505183022077,7.96,7.68,2.8704891528730743,17085200.0,0.0,1.0,7.83,7.96,7.68,7.91,17085200.0
38,2010-03-01,108.89402442536742,8.25,7.94,3.169462742091299,14856000.0,0.0,1.0,7.94,8.25,7.94,8.21,14856000.0
39,2010-03-02,109.28299702051407,8.6,8.29,3.3384363313095227,25506100.0,0.0,1.0,8.33,8.6,8.29,8.38,25506100.0
40,2010-03-03,109.39196961566071,8.55,8.28,3.3074099205277454,14260800.0,0.0,1.0,8.44,8.55,8.28,8.35,14260800.0
41,2010-03-04,109.30094221080736,8.5,8.28,3.4563835097459696,14448000.0,0.0,1.0,8.35,8.5,8.28,8.5,14448000.0
