,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
0,2010-01-04,97.44759257143605,18.62,18.11,97.43455018964781,20005100.0,0.0,1.0,17.175423052341,17.277492016996,16.804263180870002,17.156865058768002,20005100.0
1,2010-01-05,97.38050535840893,18.96,18.42,97.63745259309698,18216200.0,0.0,1.0,17.175423052341,17.592977907747,17.091912081260002,17.407397972011,18216200.0
2,2010-01-06,97.5534181453818,18.92,18.57,97.69035499654615,16229200.0,0.0,1.0,17.398118975223998,17.555861920599998,17.231097033062,17.518745933452,16229200.0
3,2010-01-07,97.51633093235468,18.86,18.37,97.25325739999533,13694800.0,0.0,1.0,17.425955965585,17.500187939879,17.045517097325998,17.175423052341,13694800.0
4,2010-01-08,97.02924371932755,18.6821,18.25,97.22615980344449,11954200.0,0.0,1.0,17.03623810054,17.335114587042,16.934169135885,17.212539039488,11954200.0
5,2010-01-11,97.25215650630042,18.73,18.03,96.89906220689366,13915300.0,0.0,1.0,17.305329007356,17.379560981651,16.730031206575998,16.971285123032,13915300.0
6,2010-01-12,96.5550692932733,18.09,17.29,96.21196461034282,15685800.0,0.0,1.0,16.720752209788998,16.785705187296,16.043385444353,16.395987322251,15685800.0
7,2010-01-13,96.25798208024618,17.97,17.1,96.38486701379199,12721700.0,0.0,1.0,16.507335283693,16.674357225855,15.867084505404,16.618683245134,12721700.0
8,2010-01-14,96.09089486721906,17.82,17.33,96.03776941724115,15213100.0,0.0,1.0,16.414545315825,16.535172274053,16.080501431501,16.358871335104002,15213100.0
9,2010-01-15,95.83380765419193,17.65,16.88,95.45067182069033,20454800.0,0.0,1.0,16.238244376876,16.377429328678,15.662946576094999,15.876363502191,20454800.0
10,2010-01-19,95.24672044116481,17.54,16.93,95.70357422413949,13633200.0,0.0,1.0,15.755736543963001,16.275360364022998,15.709341560029,16.173291399368,13633200.0
11,2010-01-20,95.4096332281377,17.43,16.98,95.56147662758866,17993200.0,0.0,1.0,15.969153470058998,16.173291399368,15.755736543963001,16.103698923468002,17993200.0
12,2010-01-21,95.48254601511056,17.66,16.89,95.18937903103784,15215800.0,0.0,1.0,16.099059425074,16.386708325464,15.672225572881999,15.820689521471,15215800.0
13,2010-01-22,94.91545880208344,17.16,16.36,94.532281434487,26697900.0,0.0,1.0,15.635109585735,15.922758486125,15.180438743182002,15.27322871105,26697900.0
14,2010-01-25,94.72837158905631,17.06,16.61,94.74518383793617,16091900.0,0.0,1.0,15.523761624293,15.829968518257001,15.412413662852002,15.533040621079998,16091900.0
15,2010-01-26,94.5912843760292,16.77,16.2,94.14808624138533,17865900.0,0.0,1.0,15.458808646786,15.560877611440999,15.031974794594,15.041253791379997,17865900.0
16,2010-01-27,94.06419716300206,16.71,16.02,94.5209886448345,20312600.0,0.0,1.0,15.031974794594,15.50520363072,14.864952852432001,15.449529649999,20312600.0
17,2010-01-28,94.57710994997495,16.84,15.86,93.89389104828368,17194100.0,0.0,1.0,15.570156608227,15.625830588948,14.716488903843,14.929905829939,17194100.0
18,2010-01-29,94.00002273694783,16.45,15.15,93.12679345173285,19367500.0,0.0,1.0,15.096927772101,15.263949714263001,14.057680131981002,14.280376054863998,19367500.0
19,2010-02-01,93.1129355239207,16.6,15.32,94.23969585518202,23745800.0,0.0,1.0,14.336050035585,15.403134666064998,14.215423077356999,15.375297675705,23745800.0
20,2010-02-02,94.10584831089358,16.95,16.46,94.34259825863117,21245300.0,0.0,1.0,15.319623694984,15.727899553603,15.27322871105,15.533040621079998,21245300.0
21,2010-02-03,94.11876109786645,16.95,16.51,94.41550066208035,14057400.0,0.0,1.0,15.393855669277999,15.727899553603,15.319623694984,15.662946576094999,14057400.0
22,2010-02-04,94.19167388483933,16.73,15.72,93.36840306552952,19587000.0,0.0,1.0,15.523761624293,15.523761624293,14.586582948828001,14.75360489099,19587000.0
23,2010-02-05,93.27458667181222,16.26,15.6,93.62130546897868,15121400.0,0.0,1.0,14.735046897417,15.087648775314,14.475234987387,15.050532788167,15121400.0
24,2010-02-08,93.49749945878509,16.58,15.873,93.52420787242784,11129000.0,0.0,1.0,15.004137804233,15.384576672492,14.728551599666,15.022695797807,11129000.0
25,2010-02-09,93.71041224575796,16.53,15.9,93.327110275877,23253600.0,0.0,1.0,15.263949714263001,15.338181688557999,14.75360489099,14.902068839579,23253600.0
26,2010-02-10,93.35332503273084,16.52,16.05,93.57001267932618,13395700.0,0.0,1.0,14.994858807446999,15.328902691770999,14.892789842792,15.189717739969002,13395700.0
27,2010-02-11,93.75623781970371,17.3,16.51,94.25291508277536,17399500.0,0.0,1.0,15.430971656426001,16.05266444114,15.319623694984,15.885642498978,17399500.0
28,2010-02-12,94.05915060667658,17.7,16.805,94.41581748622451,19505300.0,0.0,1.0,15.774294537537001,16.423824312612,15.593354100193999,16.099059425074,19505300.0
29,2010-02-16,94.57206339364946,17.74,17.37,94.6687198896737,11425600.0,0.0,1.0,16.31247635117,16.460940299759,16.117617418648,16.395987322251,11425600.0
30,2010-02-17,94.81497618062234,17.9,17.325,94.77162229312285,21914000.0,0.0,1.0,16.600125251561,16.609404248347,16.075861933107,16.553730267627,21914000.0
31,2010-02-18,93.71788896759521,16.95,16.21,93.53452469657202,37887700.0,0.0,1.0,15.644388582522,15.727899553603,15.041253791379997,15.468087643573,37887700.0
32,2010-02-19,93.39080175456809,16.78,16.5,93.37742710002118,12763700.0,0.0,1.0,15.403134666064998,15.570156608227,15.310344698197,15.384576672492,12763700.0
33,2010-02-22,93.37371454154096,16.9,16.5,93.34032950347036,11452100.0,0.0,1.0,15.449529649999,15.681504569669,15.310344698197,15.412413662852002,11452100.0
34,2010-02-23,93.31662732851385,16.73,16.04,92.87323190691953,12244100.0,0.0,1.0,15.458808646786,15.523761624293,14.883510846005,15.041253791379997,12244100.0
35,2010-02-24,92.93954011548672,16.71,16.3,93.1461343103687,11146700.0,0.0,1.0,15.171159746394999,15.50520363072,15.124764762462,15.356739682131,11146700.0
36,2010-02-25,92.69245290245959,16.44,15.76,92.92903671381785,14424300.0,0.0,1.0,15.004137804233,15.254670717477,14.623698935975002,15.217554730329,14424300.0
37,2010-02-26,92.77536568943248,16.44,16.1,92.66193911726702,9834900.0,0.0,1.0,15.143322756035,15.254670717477,14.939184826726,15.031974794594,9834900.0
38,2010-03-01,92.59827847640535,16.93,16.08,93.2448415207162,13896700.0,0.0,1.0,15.041253791379997,15.709341560029,14.920626833152001,15.635109585735,13896700.0
39,2010-03-02,93.32119126337822,17.21,16.72,93.16774392416536,13466200.0,0.0,1.0,15.774294537537001,15.969153470058998,15.514482627507,15.625830588948,13466200.0
40,2010-03-03,93.1941040503511,17.03,16.49,92.89064632761452,9982500.0,0.0,1.0,15.718620556816001,15.802131527897,15.30106570141,15.430971656426001,9982500.0
41,2010-03-04,92.88701683732398,16.83,16.45,92.85354873106371,13934900.0,0.0,1.0,15.495924633933,15.616551592161,15.263949714263001,15.458808646786,13934900.0
42,2010-03-05,92.65992962429685,17.29,16.54,93.29645113451286,15820800.0,0.0,1.0,15.347460685344,16.043385444353,15.347460685344,15.932037482912,15820800.0
43,2010-03-08,93.23284241126973,17.23,16.85,92.97935353796203,10982800.0,0.0,1.0,15.941316479699,15.987711463633001,15.635109585735,15.700062563242,10982800.0
44,2010-03-09,93.0757551982426,17.72,17.08,93.54225594141121,20770800.0,0.0,1.0,15.857805508618,16.442382306185,15.848526511831,16.28463936081,20770800.0
45,2010-03-10,93.41866798521548,17.78,17.49,93.51515834486037,10463000.0,0.0,1.0,16.238244376876,16.498056286906,16.228965380089,16.321755347957,10463000.0
46,2010-03-11,93.30158077218836,17.51,17.12,93.04806074830954,13516500.0,0.0,1.0,16.191849392942,16.247523373663,15.885642498978,15.950595476486,13516500.0
47,2010-03-12,93.16449355916123,17.43,17.16,93.04096315175872,13008800.0,0.0,1.0,16.126896415434,16.173291399368,15.922758486125,16.006269457206,13008800.0
48,2010-03-15,92.94740634613412,17.4,17.0,92.88386555520788,8972600.0,0.0,1.0,15.987711463633001,16.145454409008,15.774294537537001,15.922758486125,8972600.0
49,2010-03-16,92.800319133107,17.86,17.14,93.41176795865704,16624700.0,0.0,1.0,15.913479489338,16.572288261199997,15.904200492551999,16.474858794939,16624700.0
